x1,x2,x3,x4,x5
0.5,0.9999431471899854,0.7071621260667356,0.2500106959415458,0.500000077192448
0.9999999641370094,0.5000005322639699,0.9999988181172353,0.999999090334148,0.5000001652569785
0.9361310102598939,0.534352070089021,0.9646752200399973,0.8774540647761558,0.4999965830315613
0.7080914834482533,0.7068745609914078,0.8409579564283997,0.5003593357858527,0.5000000706266629
0.7543702958723768,0.6629000013786739,0.8684931727835514,0.5690999342941706,0.4999995555610632
0.6586978273842227,0.7563401865125078,0.8147647428174482,0.4351693849897617,0.49999896048672077
0.9127644152445831,0.5489383354764126,0.9537933118966173,0.8302096363694889,0.5000003500636183
0.7220488939373354,0.6905079783068738,0.8509478479420182,0.5245850782537228,0.49999927032007985
0.7509657874805806,0.6653901327495945,0.8667933152447739,0.5648785687358298,0.5000000355755888
0.5092697381651741,0.9805909571133558,0.7142860414857651,0.25978631761525606,0.5000208524154935
0.9731273728097523,0.5137116025690979,0.9860952590527479,0.9474529642608679,0.5000003838910697
0.9402617057767058,0.5304417660445597,0.9708699002023402,0.8903659708402809,0.4999998056091746
0.5293185969851417,0.9428879633563119,0.7295664917035827,0.28010191908492005,0.4999999928140295
0.54119189834881,0.9234980393631727,0.7360238485324163,0.29297044952846213,0.49999977493769293
0.612637799727184,0.8159725897750632,0.782876708524272,0.3757782186768415,0.5000000840233936
0.5364053159594823,0.9321331526560362,0.7326000362948277,0.2904106379240332,0.49999998545182106
0.9699619833307606,0.5150089971526224,0.986140179792152,0.9419655044123596,0.5000001644006022
0.6697121916450589,0.7460792627838604,0.8192905705482103,0.44864875548626115,0.49999977979058063
0.9096701737538532,0.5509111011473922,0.9536458502283373,0.8231729450810374,0.5000003379534934
0.6338762665156593,0.7925602188297735,0.7923699143763168,0.399864313378557,0.49999903807768586
0.8471204139538975,0.5909270192764362,0.9189030227408893,0.716894669044033,0.4999965326049847
0.9000615470766524,0.5563743544322997,0.946895606265743,0.8109686571934506,0.5000007270742807
0.718714785440742,0.6962648729003017,0.8470624606867637,0.5151953415176176,0.4999996789798026
0.6725135460051338,0.744603838015646,0.8188365333455886,0.4516060209408027,0.49998538192915204
0.628873642760038,0.7945082883944292,0.793614304293294,0.39604428327837476,0.4999990278621172
0.8936289891758702,0.5593063699440798,0.9455573173513775,0.7980240960586101,0.500000260951672
0.8770422815387134,0.5699813599980778,0.9367417849599365,0.7671892166466501,0.49999956418900965
0.8702511007567804,0.577615062939895,0.9279615110693014,0.7529708146807181,0.4999963393724938
0.9562963932154166,0.5223908758179016,0.9782430685841336,0.9160941017647295,0.500000091314032
0.8216941490415316,0.6122145713369503,0.90105871634549,0.6709348977471765,0.49999991121100673
0.5232042210033884,0.9523760707786264,0.7246027666083585,0.2760072878127099,0.49999932595989693
