x1,x2,y,V,S,constraint
0.00045003654083129865,0.0008960174949851087,1.9844211790865447,0.004000579545790391,99997.32204671369,-2.6779532863147324
0.003953088748256581,0.01,2.9999999999999996,0.051388220342966695,8432.740427115677,-91567.25957288433
0.003378646598621422,0.0067228597810606895,1.9922575424088533,0.03008431970365498,13314.623504449224,-86685.37649555078
0.001731888156484229,0.0034720540187589753,1.9907048316677483,0.015472949493098687,25918.81612819057,-74081.18387180942
0.0032984147108618637,0.0067269268037735905,2.067059956458923,0.030297862539333916,13211.07810784416,-86788.92189215583
0.0009796896532116264,0.001929727268614785,1.9718646272388258,0.008635556691060711,46482.948254507035,-53517.051745492965
0.0029539191317375373,0.005848155130931199,1.9737139718740626,0.0261153457176804,15335.131071984366,-84664.86892801564
0.0005106755194579497,0.0010080560708841753,1.953170992921432,0.004485176209426114,89256.60834810721,-10743.391651892787
0.0005424578017837081,0.0010866020120952821,2.0077397227050398,0.004865066554441902,82250.78289885928,-17749.21710114072
0.0004561645681869598,0.0009213488761603192,2.0285953534467085,0.004129693644856304,96933.78877320346,-3066.211226796542
0.0005287605203164846,0.0010626137922540235,2.0210024593528972,0.004765735022433078,83998.15114184201,-16001.848858157988
0.0004542266414886954,0.0009055972904977924,1.986217248145785,0.004042392180994309,99002.98883695825,-997.0111630417523
0.002148529923238802,0.0042734518197552794,1.9829559389963471,0.019082834321841657,20965.956243895507,-79034.0437561045
0.0014530664587819849,0.0029334892449859803,2.0166595737060566,0.0131124014727099,30573.998488215526,-69426.00151178447
0.000806302167646166,0.0016189783303456997,2.0291296860535892,0.007278845595145326,55088.68943815507,-44911.31056184493
0.0008517205520731679,0.001724033805297121,2.0274903519800933,0.007717043783956283,51938.31442236038,-48061.68557763962
0.002301600030436251,0.004649020997614964,2.026968737311871,0.020828794952458037,19224.01216484982,-80775.98783515018
0.0005468181834631883,0.0010943571312277377,1.9948147142907828,0.004886161321547492,81954.81304568256,-18045.18695431744
