x1,x2,x3,x4,x5,x6,x7
0.5351987794731777,0.4938597957807696,0.7016069678991033,0.7238671061968305,0.8356540666822152,0.5084607647168164,1.1472107188941545
0.36037878607706575,0.48985991219763386,0.5859877544877984,0.8549910078628307,0.556441609645145,0.6224662744253813,1.4416492341845064
0.6447515498671472,0.4938597957807696,0.7016069678991033,0.7238671061968305,0.8356540666822152,0.5084607647168164,1.1844698487803116
0.06157599864379335,0.5196100760194351,0.5766956864401086,0.8856319799622546,0.7918201115132224,0.6407592932014861,0.9660734200078783
0.4406533695949816,0.49468766424012633,0.7042430035793041,0.7096549933658188,0.848705631846751,0.5141659790981434,1.13815357620881
0.4154897579740139,0.49468766424012633,0.7042430035793041,0.7248232103820104,0.8431131952451554,0.5192625521605081,1.1498840005333864
0.23903601383400985,0.5006441297766067,0.7627254974470736,0.6644290748935217,0.6803533118131347,0.8333775777828453,0.9417495194534772
0.41643560021806236,0.4975697468259766,0.7052245495254821,0.7250523663802466,0.5880133008857957,0.8017518187995986,1.0692614160468714
0.05707273145830266,0.4995041380810776,0.7042430035793041,0.7280258760111881,0.8406467735899442,0.5252740943369287,1.0843450296678012
0.0012023382009463401,0.5114190121395364,0.6605273589678113,0.7577105686603228,0.8603845605421098,0.8807509241618876,0.6319472751842515
0.09802183967955816,0.507775568714515,0.5502408260149122,0.9278979796256207,0.8308290406774618,0.8598238192183464,0.6884774357540618
0.9839518275947198,0.502260173076387,0.7345641771660274,0.6901652434421583,0.8159514323043324,0.8106418265192564,0.7493894280566581
0.2795889987503939,0.5271955518635263,0.8726678409948342,0.5743408331289502,0.7202552703753754,0.7145961546343195,0.9698916233579583
0.06856991335786655,0.506377255376236,0.6345254000495884,0.7783330902890069,0.5298371254099189,0.5809441137042342,1.6318710215791166
0.8730937586068366,0.49987588793807614,0.7153576908001844,0.6882802562924801,0.5641683044195278,0.7006638646400281,1.2628871591724704
0.7523259825848898,0.5006507285433726,0.6352319808941832,0.7800967503102108,0.6550412433049129,0.6791072324657903,1.075565776789507
0.00486740505201827,0.5062769035598153,0.6605273589678113,0.7577105686603228,0.8352651429789794,0.8733517650901029,0.6777054163971251
0.06670741762208957,0.5072808089756236,0.7322086610827101,0.6800586830446098,0.853452908004253,0.8260256042114581,0.6770439297862237
0.31984629798792336,0.49987588793807614,0.7157410404198558,0.691282040789093,0.5642550368435898,0.7016035705690503,1.247534495492329
1.8313735567987433e-05,0.5114190121395364,0.6605273589678113,0.7577105686603228,0.8603845605421098,0.8722091469022888,0.6319472751842515
0.03077611118657237,0.49749186100996357,0.9759492735229682,0.5105020116542991,0.9526707253010621,0.7910018297778494,0.6624437622811405
0.4799856089969229,0.4975535601313774,0.8996664712972771,0.5419835886034401,0.9494551649976308,0.777465545584484,0.6858164329996604
0.2946088244229633,0.5271955518635263,0.8726678409948342,0.5790599877243705,0.7202552703753754,0.7145961546343195,0.9698916233579583
0.14435840283596635,0.5059328500995299,0.848455030025138,0.6059079127375663,0.6327733296861131,0.8215578972160591,0.9550045975818435
0.49850170839361263,0.49983466958930434,0.5458575307497406,0.9296960109352207,0.835799190453195,0.9951430109557964,0.5944850375360223
0.6040561053053237,0.490994064842325,0.8029869778804588,0.636669383037872,0.7077174259071567,0.6939571400596241,0.9860811109414445
0.15352124435630865,0.5059328500995299,0.848455030025138,0.6059079127375663,0.6327733296861131,0.8215578972160591,0.9550045975818435
0.4942929748836749,0.5065000747412992,0.652389292839536,0.7551310317442934,0.8008473473840523,0.6407592932014861,0.958521488911923
0.8236497221934467,0.4959953414954572,0.6953278003825575,0.7273435259672806,0.5975225003854606,0.7163325599170591,1.1344875393938296
0.19456311219190392,0.5048522766314912,0.7090746905667499,0.7470985822471357,0.9695317100125357,0.7215926286119513,0.7349482613240766
0.052525129306033314,0.4977750801721463,0.810485730832406,0.638198953441111,0.5022263172515917,0.8698859626575659,1.1634958549898577
0.7064501645049127,0.5026026353747537,0.6392222608930183,0.766936215982977,0.6580631954441275,0.6759867562536939,1.1076958582073386
0.7079645509815368,0.5009261928614535,0.6392222608930183,0.7669100589582216,0.6375207820557272,0.7106382791707583,1.1034751645969811
0.0007506980183569351,0.5112237308846019,0.6768390977597882,0.7577105686603228,0.8603845605421098,0.8731069671551751,0.6312475080949291
0.06075179897741345,0.5089187488159974,0.6920968948786529,0.7623834996905064,0.587961078081101,0.8000924039181803,1.069230241762157
0.24501863382198047,0.5064416375867702,0.6484214735301628,0.7546668813324339,0.5185266307049914,0.6016045185739637,1.607691338185769
0.08043518023119121,0.4948923720594159,0.9665657024568423,0.512910292129844,0.9702852005751489,0.7234987429713188,0.7339669378407933
0.016816070213676676,0.49248729580175943,0.7016069678991033,0.7254436612346961,0.8444281498372628,0.5083020272786145,1.1468238374720832
