b,t,l,h,C,D,g1,g2,g3,g4
0.23732595141013618,9.4591386259607,2.6449977396300985,0.23350641487464854,1.9570149571914057,0.01092884062823608,-0.47130698973705876,-6265.388604294676,-0.0038195365354876387,-0.11964960108252853
4.999999999999998,10.0,0.30708364099229835,1.2267370956768708,34.92620405888627,0.00043904000000000013,-44.17552130086551,-28992.0,-3.7732629043231274,-58075552.09048494
0.23506086021565856,9.930760360610828,2.469878145372765,0.23204619137878707,1.9965630005326547,0.009535561395678217,-6.499975658751282,-8258.714894914567,-0.003014668836871487,-9.427696398315675
0.23664031686389078,9.58979914475636,2.5725926850990186,0.23450783016315307,1.965647172888601,0.010518572931683328,-1.6669555456883245,-6840.841445438065,-0.002132486700737707,-0.07710263487115299
0.23467755872360396,9.985173047875374,2.410110482324813,0.23461741980602077,1.9965664823050877,0.009395842860589353,-0.5910670054381626,-8459.896631564752,-6.013891758319123e-05,-0.006859288328087132
0.23699789228151677,9.546755127199853,2.6168354554184536,0.23282065225777313,1.9654720193109045,0.010645406773484333,-0.11007972936931765,-6666.790171862074,-0.004177240023743645,-10.263660091996826
0.23664031686389078,9.594855299260315,2.5725926850990186,0.23434996654146464,1.9663907932616613,0.010501952928368712,-0.7549833994034998,-6865.2431539268255,-0.002290350322426138,-2.0653798551848013
0.23647737842199965,9.626458167982626,2.5314429404681915,0.23620100614718137,1.9665353803782402,0.01040602603341863,-0.9167458689698833,-7001.056919622868,-0.0002763722748182762,-2.049587761620387
0.31254828185867295,9.999572325968485,1.639846807348845,0.31240359493368297,2.5284164794210424,0.007024456061785203,-6.59558643413402,-13873.112041742857,-0.00014468692498997848,-8186.271955145128
0.23544569011518787,9.828190825445942,2.4665595273869867,0.23496993315079476,1.9836095925455683,0.009821155976028857,-0.10628176747741236,-7838.832767093787,-0.00047575696439311477,-0.6699538814491461
0.23733218323398877,9.47297891648636,2.6395579462951178,0.2334774386973978,1.958737052075533,0.01088072283173398,-1.562055321968728,-6335.313218614032,-0.003854744536590987,-6.168158656646483
4.8970632357740715,9.999803122858324,0.21385454357403272,1.644783684103657,34.12597968895856,0.0004482951423780857,-11.134252338597435,-28970.771212182874,-3.252279551670415,-54561009.10960678
1.070042604958185,9.99999972255686,0.4140778994482441,0.959235998768395,7.841233298262012,0.002051507269468722,-67.64538478223949,-25289.9069099593,-0.11080660618978999,-563287.1786951497
0.5996524748457998,9.999999563070975,0.822010282686765,0.5410534723521445,4.5418743210882795,0.003660787505810758,-0.8805475040790043,-21595.131093688025,-0.05859900249365524,-94190.62367457847
1.784965759744592,9.99999951235507,0.2936711857883754,1.2889205426007924,12.81361371237742,0.0012298276923012712,-240.70232347678757,-27176.416150264253,-0.4960452171437997,-2636517.404439475
0.2356103304142542,9.80214714071333,2.4969121962730556,0.23363677874938996,1.9835308878979583,0.009892729025421914,-1.5098728854118235,-7736.482913940796,-0.001973551664864237,-3.4363206179195913
1.2043726735021876,9.999922017985444,0.550724858631707,0.7538936120904173,8.77675155536999,0.0018227342789611171,-11.898027422612358,-25815.18352443671,-0.4504790614117703,-805724.8194330657
4.672407022190736,9.999488393608502,0.21514581455952894,1.6436102878252457,32.5945855081608,0.0004698941996181562,-77.38379083162363,-28921.216470465526,-3.0287967343654905,-47389458.20903099
3.661714772441491,9.999894417611554,0.2132826057378656,1.6582001368636146,25.686433527241157,0.0005995195339429229,-107.24078671322059,-28623.56662330295,-2.0035146355778766,-22806819.02849594
0.4605723548430186,9.999999949592212,1.0714685121666134,0.4366902442221352,3.5652788815274103,0.004766243588251762,-12.947663126182306,-19057.093857643966,-0.023882110620883412,-39396.44019950854
4.697651025768191,9.999995853919536,0.2139267689168462,1.6440964589603666,32.76283299149676,0.00046729795772474183,-9.08713964348135,-28927.122480659888,-3.053554566807824,-48163301.065255456
4.86954559167218,9.999997905542072,0.21385215759203502,1.6449414308178874,33.938568379840355,0.0004508021001140208,-12.838961917857887,-28964.99539508705,-3.224604160854293,-53646931.26319019
4.0385718241513935,9.999999871410932,0.21415336242956787,1.6428946359363186,28.25603367735307,0.000543558510351586,-11.083307576027437,-28752.03404840353,-2.3956771882150747,-30600356.317477085
0.5414459069020173,9.999999525915692,0.9250480107749205,0.493072932935083,4.136267632159137,0.0040543298679146635,-51.452252219965885,-20691.590030268562,-0.04837297396693435,-67755.33038815217
0.6359843227609809,9.999982349670848,0.795912183076205,0.5558103957875077,4.798750847509077,0.003451675686456843,-7.478779610506535,-22075.248380811023,-0.08017392697347325,-113527.26059181169
1.8566085905645822,9.999998671658565,0.4228558597467132,0.9414918708586018,13.296770749959508,0.0011823713872428125,-48.957849081081804,-27285.372175599055,-0.9151167197059804,-2967645.7659781966
0.23712476415096245,9.497088027445283,2.6169615329477938,0.23423584559141192,1.9589571892880115,0.010807513625489368,-1.254270854042261,-6434.7149405157725,-0.002888918559550535,-0.09953347591726924
0.44473735788151314,9.999999390809098,1.0783497362848886,0.4344034854149476,3.451009979597708,0.004935947840418781,-11.383726860229217,-18667.467383283685,-0.01033387246656553,-34873.23566044027
2.1771489162792528,9.999999081162974,0.41672629793016,0.9513936349792607,15.517153856617933,0.0010082914350484672,-23.632549813904916,-27685.04538734024,-1.2257552812999921,-4789043.850046137
1.4240997533723567,9.999979775143165,0.4178008836006887,0.9525978407330404,10.296940331798972,0.001541474404540266,-75.05877687635802,-26460.907759598682,-0.4715019126393163,-1335988.83062201
0.23640166390323938,9.662835000623096,2.518537092999055,0.23612455481328903,1.9704809320420529,0.0102922392670688,-5.602871534840233,-7166.584479041372,-0.00027710908995035033,-10.455909047426758
0.9358658720728978,9.999999205950576,0.5313827275199237,0.7767580975297166,6.896865591146612,0.002345635831411405,-14.29688041190093,-24614.612039181902,-0.15910777454318126,-374863.19845444954
0.2356823930553302,9.781775793556948,2.504544692414704,0.2336605669181411,1.9816185316165442,0.009951621327421842,-0.1970097057037492,-7650.4908809953995,-0.0020218261371890978,-1.227286769318198
3.541728342690589,9.999988308363442,0.2540686079263462,1.4350887440595057,24.865881222957203,0.0006198125568248737,-66.84858374227952,-28576.962630239024,-2.106639598631083,-20637039.000874285
2.5685595670073016,9.999997781568569,0.21342377835180193,1.6465515322567497,18.203214558873363,0.000854643002703862,-2.5042729061806313,-28037.809867866188,-0.9220080347505519,-7868030.04047635
0.23699331751036973,9.999999019930966,2.3751456384414276,0.23695809653109412,2.014379499130306,0.009262711153610218,-14.843458707178797,-8733.573415253766,-3.522097927560752e-05,-184.95402494962764
2.4623888679237,9.999999142709951,0.2956817254513358,1.2698983673606332,17.462210912593758,0.0008914922387656978,-97.54233852739344,-27953.206770140154,-1.1924905005630666,-6931421.710133891
0.271579274390986,9.999999997711749,2.0276042446701483,0.26615763553269417,2.2527906071192376,0.008083091047465484,-10.80523182156685,-11441.882803432956,-0.005421638858291833,-3307.179098701685
0.9471912175503397,9.999833095880614,0.5422537323859771,0.7643868535563338,6.976710151131908,0.00231770510470278,-25.660037962765273,-24678.827094069267,-0.1828043639940059,-388854.22666154144
0.6265951057568423,9.999993103511523,0.7811110599217821,0.5659881159123323,4.7322593312149435,0.0035033860328452533,-47.189734027906525,-21956.51720646632,-0.06060698984450996,-108311.26049618349
0.32627513771105837,9.999896882160359,1.5541514765827777,0.32543966802683894,2.623362195003506,0.006728272114405198,-1.2438147695684165,-14552.595763966756,-0.0008354696842194365,-10139.029996672041
1.1696461081542777,9.999998390776058,0.4113783426268041,0.9648740581649705,8.532610827896344,0.0018768079032340183,-74.07698840678677,-25691.00295639735,-0.2047720499893072,-737518.1905655679
0.2523942478224143,9.999979742264154,2.2089515932227237,0.24961864362102457,2.1202490478264124,0.008697556936928023,-0.4060093078442151,-10031.15972989225,-0.002775604201389753,-1470.7813411025618
3.915913675468823,9.999998220932149,0.21366222662640683,1.647189180737587,27.418185532409275,0.0005605846690071701,-23.301088312406137,-28712.943590949442,-2.268724494731236,-27895495.495134838
2.14224746049434,9.999813231541673,0.21415279445895294,1.6462033524587003,15.290452868827739,0.0010247756355486167,-43.194789013972695,-27647.24273883966,-0.4960441080356395,-4562064.108567482
0.2596849834532696,9.999592656303621,2.126318719029117,0.2568510154890123,2.169617617601286,0.008454352088156347,-5.873626575135859,-10590.288431357127,-0.0028339679642573334,-2136.881284057027
1.4634770709971914,9.999988416428645,0.4235763721956077,0.9420218383626072,10.570565501959274,0.0014999945485983208,-78.76499730941032,-26556.138954178474,-0.5214552326345842,-1450416.742287822
2.225535094661544,9.999997399486569,0.2934992906153867,1.272391725377221,15.829040941129183,0.0009863702971302094,-33.259663855147664,-27735.374906732246,-0.9531433692843232,-5115904.458808023
0.25575550916353085,9.999998916491574,2.1479896955177646,0.2549347594379083,2.1411318825862815,0.008583200106754478,-6.640145724095419,-10293.675359485303,-0.0008207497256225715,-1773.2594644406809
0.7063133429438,9.997008484224855,0.6366610163685305,0.6694211932727835,5.287334791874846,0.0031107599677672984,-29.271046937337815,-22860.08560940279,-0.036892149671016505,-157697.3330568375
1.4924645835290886,9.999998040078736,0.42031514029658246,0.9441246774046314,10.768027805307518,0.0014708565382070707,-15.437473805312038,-26623.034120056906,-0.5483399061244573,-1538686.143608765
0.7129292093833302,9.997008484224855,0.6366610163685305,0.6694211932727835,5.3339077862492,0.0030818926241358217,-29.271046937337815,-22926.34284697443,-0.043508016110546666,-162340.49422097002
3.5101940519658674,9.999998674211255,0.2131296324245722,1.6548701975416409,24.647273951375603,0.0006253787798091262,-65.80839985628336,-28564.181563246428,-1.8553238544242265,-20090551.63681813
3.2380751776044123,9.999488393608502,0.21514581455952894,1.6436102878252457,22.785825764019304,0.0006780376728643055,-77.38379083162363,-28443.360495864195,-1.5944648897791667,-15769222.910729004
0.42741846450655707,9.999999783771639,1.138364107897156,0.41658441662531354,3.3311578211474004,0.0051359506541994015,-32.68942083919501,-18208.27681420657,-0.010834047881243536,-30281.73391736413
2.4752769601303757,9.999988919214852,0.28919294279748253,1.297408831666393,17.55411012121601,0.0008868532017776365,-147.19389613436942,-27963.859701104102,-1.1778681284639827,-7040919.440800725
0.35650543662476325,9.996043303610024,1.4435646238567734,0.34484587165395114,2.837393338871574,0.006164864710488584,-4.386261541370914,-15851.574197385959,-0.011659564970812109,-15048.560549470385
4.560055488378048,9.999999772552446,0.21360814693350777,1.6540419629012744,31.828013193209088,0.0004813976837305266,-86.84177000437921,-28894.750241063448,-2.906013525476774,-44053399.769260444
1.9924670133962603,9.99999951235507,0.2936711857883754,1.2719123199368996,14.226404196148868,0.0011017498941684597,-34.8952689239959,-27470.47230510723,-0.7205546934593607,-3669374.5839683395
2.9436395974612206,9.999997255100066,0.21338236094695517,1.6474008738987327,20.768516289108767,0.0007457440814342804,-8.30249064419877,-28287.832936067618,-1.296238723562488,-11845737.861141277
3.9426657825058773,9.979466769297689,0.2132826057378656,1.6965680890210482,27.58281359360454,0.0005602245304192374,-439.3056047498958,-28716.411256072,-2.2460976934848293,-28435737.607220106
4.268461321302527,9.999997255100066,0.21339075736111707,1.6474008738987327,29.827764341882943,0.0005142841043742723,-8.815261439549431,-28819.246002837783,-2.6210604474037944,-36130174.87449956
4.493625189385299,9.99999585546722,0.2136332337058103,1.649379925484109,31.37023514945155,0.0004885148709356554,-42.95643937276873,-28878.41019994347,-2.84424526390119,-42155749.84713047
2.3441152187399306,9.99999218995513,0.3068073424762205,1.2923093792439622,16.700584074856827,0.0009364749334169704,-820.3262848001923,-27849.931679022295,-1.0518058394959684,-5979009.690986136
4.413571369816171,9.999988794552447,0.213507540888545,1.6474008738987327,30.820608190045807,0.0004973766583879918,-15.929958345923296,-28858.06507410799,-2.766170495917438,-39942305.86472937
2.6071534578996105,9.999984712683158,0.22006677760732662,1.6140958013768887,18.46959991138763,0.0008419949585225711,-80.48195119925913,-28066.851264784746,-0.9930576565227218,-8228316.986866005
0.604547481474307,9.99999048734271,0.778197633250238,0.5664115161574461,4.574007212804358,0.003631156082751456,-13.478913105263928,-21663.1699854556,-0.03813596531686092,-96664.24046429989
2.6428629284909673,9.999989095442457,0.29093195508674813,1.2793711342229603,18.69669071351151,0.0008306171151201192,-5.848979688789768,-28092.972988693837,-1.363491794268007,-8571324.296380918
0.2361757621823651,9.68034841586179,2.5131026623913852,0.23596840329090263,1.970896180252208,0.010246270150711959,-3.745070369062887,-7227.367724555406,-0.000207358891462478,-0.02149262399507279
4.541720389865339,9.999987521456411,0.2135271005373115,1.6459426474667986,31.69586999008949,0.0004833428809903602,-2.8239473570683913,-28890.285586571543,-2.8957777423985402,-43524038.56839136
1.1567379419285424,9.999983796059427,0.5569233406064262,0.755181402258536,8.451881167726908,0.0018977597187153532,-174.37636525517337,-25642.905665211467,-0.4015565396700064,-713171.9108157413
0.5327200257861072,9.999734615160152,0.8628479569122585,0.5223752710581369,4.069226506136435,0.004121066742098346,-65.78546100400308,-20538.618271145027,-0.010344754727970362,-64245.462751257815
2.125392805212143,9.99998395833639,0.430708821949886,0.9297657272707243,15.167077534024646,0.0010328493439182268,-90.54374939280751,-27628.666024616203,-1.1956270779414186,-4455135.310455391
1.5043908058418591,9.999979069354623,0.4178008836006887,0.9525978407330404,10.853869646842064,0.0014592044670966176,-75.05762219760982,-26649.792674492997,-0.5517929651088187,-1576011.5889666649
1.8062096257442875,9.999999581619253,0.3071723049378819,1.2389024513175781,12.953306811123683,0.0012153629591162588,-200.24470989364272,-27209.625975915736,-0.5673071744267093,-2731994.9736750997
1.9154919014471348,9.999999807994534,0.3066354791461193,1.2455834916223854,13.709734552676244,0.001146024227400112,-260.6430224057276,-27368.821977407555,-0.6699084098247494,-3259646.3822693946
3.7257940731562225,9.99999976196218,0.21420115867940043,1.6448870488106035,26.118903188944216,0.0005891898783613074,-33.53320006177637,-28647.2681686155,-2.0809070243456187,-24025713.43218056
4.0061588459958095,9.9980415215728,0.214203847758497,1.6558239696189891,28.039355038153563,0.0005482783797035156,-137.1054232753977,-28741.444131354398,-2.35033487637682,-29865779.45798122
1.7362666409275127,9.99999868635379,0.29137758051757734,1.2928683163899304,12.475879734586147,0.0012643224337607502,-188.59022193124292,-27097.21928340265,-0.4433983245375823,-2426077.6081488514
0.37686078304047066,9.999977873465905,1.3327451697774595,0.3687802023355866,2.980169628032997,0.005825001354622341,-76.03082338405875,-16626.30199152574,-0.008080580704884044,-18869.694815818988
1.9820016247431742,9.999999987825102,0.416702197173802,0.9664754949216837,14.176903788335679,0.001107567209135034,-259.12267717792565,-27457.11610457162,-1.0155261298214904,-3611763.8805161854
0.8261920161850312,9.999884849609753,0.5634274356302288,0.7394141755211399,6.128918636969453,0.0026571012454516844,-5.279318183318537,-23899.582694019296,-0.08677784066389138,-256040.33657676814
1.475688919369985,9.994895787352137,0.42192414727587213,0.9481693081362,10.652714712881497,0.0014898565922907476,-119.44606671801921,-26581.156826469123,-0.5275196112337849,-1486719.2150262299
0.8125391594093393,9.999999205950576,0.5325027474356285,0.7767580975297166,6.035867020308867,0.0027016550494932856,-40.3179369922309,-23797.221042164107,-0.03578106187962271,-243264.87292279414
4.756646013585773,9.999998695706438,0.22283250023232798,1.591611005073495,33.171436414785475,0.00046150183399940476,-17.530999118755062,-28940.429600955573,-3.1650350085122785,-50000984.20273132
0.35377489678485574,9.999989048469073,1.4740069128637134,0.33987982949998635,2.821794399452739,0.006205096043292734,-35.41803084684216,-15753.621625034817,-0.013895067284869389,-14573.536462112155
2.823184710517241,9.999999638292753,0.2905971978357415,1.2958157672795487,19.949023135678207,0.0007775616770762956,-189.75658932294755,-28214.781928428078,-1.5273689432376922,-10449530.442437451
0.4775530255450253,9.999993967332255,1.0714685121666134,0.43806220473355617,3.689822217774482,0.00459677534316342,-57.77950808629248,-19446.185425833093,-0.03949082081146915,-44604.9318199526
1.221700500879341,9.999996915011371,0.41177742917367066,0.9612824831408976,8.891017057648545,0.0017968413944917997,-29.854996641784965,-25874.600111858555,-0.2604180177384433,-841271.0644106459
3.8038647267372756,9.999992220575527,0.2140424404864893,1.6459529172360945,26.65283051664253,0.0005770986301893722,-34.31980351079255,-28675.029685928912,-2.157911809501181,-25568266.576590344
0.2983232217219317,9.99964844827122,1.7743852807732174,0.29414268717037456,2.4335069892934547,0.007359237814319175,-5.605781789425237,-13104.384721588249,-0.004180534551557147,-6336.163609315621
2.9861409537849655,9.999992261621268,0.29093195508674813,1.29404006294982,21.06898958809376,0.0007351311040465587,-183.1587640131329,-28312.200301895813,-1.6921008908351454,-12366541.170904024
0.8492981752070181,9.999998494308157,0.5437275224493044,0.7644303540966279,6.29352631323375,0.002584723546655018,-60.22733328052709,-24065.68662824548,-0.08486782111039026,-278648.3911863222
2.419026790293166,9.999996508267994,0.29579211637957475,1.2621573461499962,17.157897576230514,0.0009074733311451235,-7.106103853411696,-27916.516038643418,-1.15686944414317,-6571337.734969501
0.8834785345791246,9.990184988957783,0.6610816545347991,0.6512252501778854,6.535169760860925,0.0024920543020431553,-70.62109465173671,-24284.06246634049,-0.23225328440123927,-314226.60264216794
0.30616962807602904,9.9999999295281,1.71687513129961,0.3019839170898252,2.488031090152842,0.00716988180769144,-23.79548605648597,-13538.536782021609,-0.00418571098620385,-7335.660122128333
